Trial,Seq,Value
trial_0,mas_2,0.21
trial_0,mas_11,0.29
trial_0,mas_24,0.2
trial_0,mas_25,0.19
trial_0,mas_26,0.19
trial_0,mas_27,0.18
trial_0,mas_28,0.18
trial_0,mas_29,0.18
trial_0,mas_56,0.23
trial_0,mas_57,0.24
trial_0,mas_95,0.2
trial_0,mas_97,0.18
trial_0,mas_101,0.19
trial_0,mas_102,0.26
trial_0,mas_103,0.24
trial_0,mas_109,0.27
trial_0,mas_118,0.23
trial_0,mas_120,0.25
trial_0,mas_123,0.23
trial_0,mas_141,0.19
trial_0,mas_143,0.23
trial_0,sub1_25,0.37
trial_0,sub1_26,0.36
trial_0,sub1_29,0.36
trial_0,sub1_73,0.4
trial_0,sub1_74,0.39
trial_0,sub1_92,0.41
trial_0,sub1_95,0.3
trial_0,sub1_102,0.23
trial_0,sub1_118,0.35
trial_0,sub1_143,0.41
trial_0,sub2_8,0.24
trial_0,sub2_11,0.23
trial_0,sub2_27,0.4
trial_0,sub2_56,0.33
trial_0,sub2_57,0.32
trial_0,sub2_73,0.3
trial_0,sub2_74,0.29
trial_0,sub2_86,0.25
trial_0,sub2_92,0.34
trial_0,sub2_95,0.3
trial_0,sub2_97,0.36
trial_0,sub2_98,0.32
trial_0,sub2_102,0.33
trial_0,sub2_103,0.32
trial_0,sub2_115,0.32
trial_0,sub2_118,0.36
trial_0,sub2_141,0.34
trial_0,sub2_143,0.31
trial_0,sub2_152,0.32
trial_0,sub3_25,0.21
trial_0,sub3_26,0.19
trial_0,sub3_29,0.17
trial_0,sub3_74,0.33
trial_0,sub3_92,0.34
trial_0,sub3_98,0.25
trial_0,sub3_102,0.22
trial_0,sub3_141,0.33
