Trial,Seq,Value
trial_0,mas_4,0.26
trial_0,mas_7,0.25
trial_0,mas_15,0.26
trial_0,mas_16,0.28
trial_0,mas_20,0.36
trial_0,mas_22,0.31
trial_0,mas_24,0.31
trial_0,mas_25,0.45
trial_0,mas_26,0.33
trial_0,mas_27,0.26
trial_0,mas_28,0.31
trial_0,mas_31,0.33
trial_0,mas_32,0.29
trial_0,mas_33,0.27
trial_0,mas_34,0.25
trial_0,mas_37,0.28
trial_0,mas_38,0.27
trial_0,mas_42,0.34
trial_0,mas_51,0.24
trial_0,mas_53,0.23
trial_0,mas_56,0.23
trial_0,mas_66,0.26
trial_0,mas_78,0.29
trial_0,mas_79,0.32
trial_0,mas_82,0.34
trial_0,mas_84,0.36
trial_0,sub1_3,0.23
trial_0,sub1_7,0.16
trial_0,sub1_15,0.19
trial_0,sub1_16,0.17
trial_0,sub1_22,0.3
trial_0,sub1_23,0.29
trial_0,sub1_25,0.29
trial_0,sub1_27,0.31
trial_0,sub1_28,0.3
trial_0,sub1_31,0.31
trial_0,sub1_32,0.31
trial_0,sub1_33,0.29
trial_0,sub1_34,0.26
trial_0,sub1_35,0.29
trial_0,sub1_36,0.28
trial_0,sub1_37,0.26
trial_0,sub1_40,0.29
trial_0,sub1_41,0.26
trial_0,sub1_42,0.26
trial_0,sub1_44,0.27
trial_0,sub1_46,0.2
trial_0,sub1_47,0.25
trial_0,sub1_51,0.35
trial_0,sub1_78,0.32
trial_0,sub1_79,0.34
trial_0,sub1_82,0.4
trial_0,sub1_84,0.44
trial_0,sub2_0,0.3
trial_0,sub2_3,0.76
trial_0,sub2_7,0.59
trial_0,sub2_15,0.7
trial_0,sub2_16,0.79
trial_0,sub2_25,0.9
trial_0,sub2_31,0.81
trial_0,sub2_32,0.75
trial_0,sub2_33,0.64
trial_0,sub2_37,0.43
trial_0,sub2_41,0.31
trial_0,sub2_42,0.37
trial_0,sub2_46,0.39
trial_0,sub2_47,0.42
trial_0,sub2_51,0.84
trial_0,sub2_66,0.52
trial_0,sub3_3,0.23
trial_0,sub3_4,0.2
trial_0,sub3_6,0.21
trial_0,sub3_7,0.21
trial_0,sub3_9,0.21
trial_0,sub3_15,0.31
trial_0,sub3_16,0.32
trial_0,sub3_25,0.35
trial_0,sub3_31,0.34
trial_0,sub3_32,0.34
trial_0,sub3_33,0.28
trial_0,sub3_34,0.27
trial_0,sub3_35,0.27
trial_0,sub3_36,0.24
trial_0,sub3_37,0.22
trial_0,sub3_38,0.22
trial_0,sub3_40,0.26
trial_0,sub3_41,0.27
trial_0,sub3_42,0.27
trial_0,sub3_44,0.35
trial_0,sub3_46,0.33
trial_0,sub3_47,0.41
trial_0,sub3_51,0.33
trial_0,sub3_53,0.33
trial_0,sub3_56,0.33
trial_0,sub3_66,0.36
trial_0,sub3_78,0.38
