Trial,Seq,Value
trial_0,mas_2,0.19
trial_0,mas_3,0.2
trial_0,mas_4,0.19
trial_0,mas_7,0.22
trial_0,mas_8,0.22
trial_0,mas_9,0.22
trial_0,mas_10,0.22
trial_0,mas_11,0.22
trial_0,mas_13,0.21
trial_0,mas_14,0.2
trial_0,mas_15,0.22
trial_0,mas_16,0.23
trial_0,mas_17,0.23
trial_0,mas_19,0.22
trial_0,mas_21,0.27
trial_0,mas_22,0.25
trial_0,mas_23,0.24
trial_0,mas_25,0.27
trial_0,mas_26,0.28
trial_0,mas_27,0.24
trial_0,mas_28,0.19
trial_0,mas_29,0.19
trial_0,mas_31,0.25
trial_0,mas_32,0.17
trial_0,mas_35,0.19
trial_0,mas_36,0.21
trial_0,mas_38,0.2
trial_0,mas_39,0.19
trial_0,mas_41,0.18
trial_0,mas_42,0.17
trial_0,mas_43,0.16
trial_0,mas_45,0.19
trial_0,mas_46,0.2
trial_0,mas_47,0.18
trial_0,mas_48,0.19
trial_0,mas_49,0.2
trial_0,mas_51,0.21
trial_0,mas_53,0.21
trial_0,mas_55,0.23
trial_0,mas_56,0.24
trial_0,mas_57,0.26
trial_0,mas_58,0.22
trial_0,mas_60,0.28
trial_0,mas_61,0.3
trial_0,mas_62,0.27
trial_0,mas_63,0.27
trial_0,mas_64,0.27
trial_0,mas_65,0.24
trial_0,mas_66,0.25
trial_0,mas_67,0.25
trial_0,mas_68,0.23
trial_0,mas_69,0.25
trial_0,mas_70,0.27
trial_0,mas_71,0.23
trial_0,mas_72,0.2
trial_0,mas_73,0.2
trial_0,mas_74,0.2
trial_0,mas_75,0.19
trial_0,mas_76,0.2
trial_0,mas_77,0.2
trial_0,mas_78,0.2
trial_0,mas_79,0.24
trial_0,mas_81,0.25
trial_0,mas_82,0.24
trial_0,mas_85,0.21
trial_0,mas_87,0.19
trial_0,mas_88,0.19
trial_0,mas_91,0.16
trial_0,mas_92,0.15
trial_0,mas_93,0.16
trial_0,mas_94,0.14
trial_0,mas_95,0.15
trial_0,mas_96,0.14
trial_0,mas_97,0.16
trial_0,mas_98,0.15
trial_0,mas_99,0.17
trial_0,mas_100,0.14
trial_0,mas_103,0.16
trial_0,mas_104,0.17
trial_0,mas_105,0.19
trial_0,mas_106,0.18
trial_0,mas_107,0.22
trial_0,mas_108,0.17
trial_0,mas_109,0.2
trial_0,mas_111,0.2
trial_0,mas_112,0.22
trial_0,mas_113,0.22
trial_0,mas_115,0.2
trial_0,mas_117,0.16
trial_0,mas_119,0.16
trial_0,sub1_1,0.2
trial_0,sub1_2,0.19
trial_0,sub1_3,0.21
trial_0,sub1_4,0.22
trial_0,sub1_5,0.23
trial_0,sub1_7,0.24
trial_0,sub1_8,0.25
trial_0,sub1_9,0.23
trial_0,sub1_10,0.24
trial_0,sub1_11,0.26
trial_0,sub1_13,0.25
trial_0,sub1_14,0.28
trial_0,sub1_15,0.28
trial_0,sub1_16,0.27
trial_0,sub1_17,0.23
trial_0,sub1_18,0.23
trial_0,sub1_20,0.24
trial_0,sub1_23,0.27
trial_0,sub1_26,0.25
trial_0,sub1_27,0.29
trial_0,sub1_28,0.24
trial_0,sub1_29,0.27
trial_0,sub1_31,0.28
trial_0,sub1_32,0.28
trial_0,sub1_33,0.3
trial_0,sub1_34,0.28
trial_0,sub1_35,0.26
trial_0,sub1_36,0.24
trial_0,sub1_37,0.23
trial_0,sub1_38,0.23
trial_0,sub1_39,0.24
trial_0,sub1_40,0.25
trial_0,sub1_41,0.25
trial_0,sub1_42,0.26
trial_0,sub1_43,0.26
trial_0,sub1_44,0.27
trial_0,sub1_45,0.26
trial_0,sub1_46,0.27
trial_0,sub1_47,0.26
trial_0,sub1_48,0.26
trial_0,sub1_49,0.26
trial_0,sub1_50,0.26
trial_0,sub1_51,0.27
trial_0,sub1_52,0.26
trial_0,sub1_53,0.26
trial_0,sub1_54,0.26
trial_0,sub1_55,0.29
trial_0,sub1_56,0.3
trial_0,sub1_57,0.3
trial_0,sub1_58,0.32
trial_0,sub1_59,0.31
trial_0,sub1_60,0.32
trial_0,sub1_61,0.33
trial_0,sub1_62,0.33
trial_0,sub1_63,0.33
trial_0,sub1_64,0.32
trial_0,sub1_65,0.29
trial_0,sub1_67,0.29
trial_0,sub1_70,0.29
trial_0,sub1_71,0.29
trial_0,sub1_72,0.28
trial_0,sub1_73,0.29
trial_0,sub1_74,0.27
trial_0,sub1_75,0.27
trial_0,sub1_76,0.27
trial_0,sub1_77,0.26
trial_0,sub1_78,0.25
trial_0,sub1_79,0.22
trial_0,sub1_80,0.22
trial_0,sub1_82,0.24
trial_0,sub1_84,0.23
trial_0,sub1_85,0.25
trial_0,sub1_87,0.23
trial_0,sub1_88,0.24
trial_0,sub1_91,0.24
trial_0,sub1_92,0.23
trial_0,sub1_93,0.33
trial_0,sub1_94,0.24
trial_0,sub1_96,0.23
trial_0,sub1_97,0.33
trial_0,sub1_98,0.24
trial_0,sub1_99,0.26
trial_0,sub1_100,0.26
trial_0,sub1_101,0.26
trial_0,sub1_103,0.26
trial_0,sub1_104,0.24
trial_0,sub1_105,0.25
trial_0,sub1_106,0.25
trial_0,sub1_107,0.26
trial_0,sub1_108,0.26
trial_0,sub1_109,0.3
