Trial,Seq,Value
trial_0,mas_0,0.25
trial_0,mas_1,0.26
trial_0,mas_2,0.27
trial_0,mas_3,0.28
trial_0,mas_4,0.31
trial_0,mas_5,0.31
trial_0,mas_6,0.32
trial_0,mas_7,0.29
trial_0,mas_8,0.32
trial_0,mas_9,0.31
trial_0,mas_10,0.31
trial_0,mas_11,0.3
trial_0,mas_12,0.31
trial_0,mas_13,0.32
trial_0,mas_14,0.37
trial_0,mas_15,0.35
trial_0,mas_16,0.35
trial_0,mas_17,0.34
trial_0,mas_18,0.34
trial_0,mas_19,0.35
trial_0,mas_20,0.34
trial_0,mas_21,0.35
trial_0,mas_22,0.35
trial_0,mas_23,0.38
trial_0,mas_27,0.3
trial_0,mas_29,0.3
trial_0,mas_31,0.31
trial_0,mas_32,0.29
trial_0,mas_33,0.3
trial_0,mas_34,0.3
trial_0,mas_35,0.29
trial_0,mas_41,0.34
trial_0,mas_42,0.33
trial_0,mas_43,0.32
trial_0,mas_44,0.33
trial_0,mas_46,0.29
trial_0,mas_47,0.28
trial_0,mas_48,0.3
trial_0,mas_49,0.3
trial_0,mas_50,0.3
trial_0,mas_52,0.29
trial_0,mas_54,0.34
trial_0,mas_56,0.36
trial_0,mas_59,0.35
trial_0,mas_62,0.36
trial_0,mas_71,0.36
trial_0,mas_73,0.35
trial_0,mas_80,0.34
trial_0,mas_83,0.34
trial_0,mas_85,0.33
trial_0,mas_88,0.34
trial_0,mas_89,0.32
trial_0,mas_90,0.33
trial_0,mas_91,0.32
trial_0,mas_92,0.3
trial_0,mas_93,0.29
trial_0,mas_94,0.3
trial_0,mas_95,0.32
trial_0,mas_97,0.37
trial_0,mas_98,0.34
trial_0,mas_100,0.36
trial_0,mas_101,0.35
trial_0,mas_103,0.3
trial_0,sub1_0,0.51
trial_0,sub1_1,0.28
trial_0,sub1_2,0.29
trial_0,sub1_3,0.34
trial_0,sub1_5,0.35
trial_0,sub1_7,0.34
trial_0,sub1_9,0.32
trial_0,sub1_10,0.42
trial_0,sub1_11,0.43
trial_0,sub1_12,0.42
trial_0,sub1_15,0.42
trial_0,sub1_16,0.39
trial_0,sub1_17,0.44
trial_0,sub1_20,0.45
trial_0,sub1_26,0.33
trial_0,sub1_27,0.35
trial_0,sub1_29,0.33
trial_0,sub1_31,0.46
trial_0,sub1_32,0.35
trial_0,sub1_33,0.47
trial_0,sub1_40,0.37
trial_0,sub1_42,0.46
trial_0,sub1_43,0.46
trial_0,sub1_48,0.43
trial_0,sub1_50,0.38
trial_0,sub1_51,0.29
trial_0,sub1_52,0.3
trial_0,sub1_54,0.33
trial_0,sub1_55,0.31
trial_0,sub1_56,0.4
trial_0,sub1_57,0.3
trial_0,sub1_59,0.27
trial_0,sub1_62,0.31
trial_0,sub1_69,0.26
trial_0,sub1_70,0.27
trial_0,sub1_71,0.28
trial_0,sub1_73,0.28
trial_0,sub1_74,0.29
trial_0,sub1_75,0.28
trial_0,sub1_76,0.28
trial_0,sub1_78,0.28
trial_0,sub1_79,0.28
trial_0,sub1_80,0.29
trial_0,sub1_81,0.27
trial_0,sub1_82,0.28
trial_0,sub1_83,0.29
trial_0,sub1_84,0.3
trial_0,sub1_85,0.29
trial_0,sub1_88,0.29
trial_0,sub1_89,0.29
trial_0,sub1_90,0.28
trial_0,sub1_91,0.33
trial_0,sub1_94,0.33
trial_0,sub1_96,0.29
trial_0,sub1_97,0.34
trial_0,sub1_98,0.38
trial_0,sub1_100,0.4
trial_0,sub1_101,0.4
trial_0,sub1_103,0.34
trial_0,sub2_0,0.42
trial_0,sub2_1,0.43
trial_0,sub2_2,0.44
trial_0,sub2_3,0.38
trial_0,sub2_5,0.32
trial_0,sub2_7,0.28
trial_0,sub2_8,0.31
trial_0,sub2_9,0.29
trial_0,sub2_10,0.33
trial_0,sub2_11,0.32
trial_0,sub2_12,0.32
trial_0,sub2_15,0.32
trial_0,sub2_16,0.33
