Trial,Seq,Value
trial_0,mas_5,0.24
trial_0,mas_6,0.26
trial_0,mas_7,0.26
trial_0,mas_11,0.25
trial_0,mas_12,0.26
trial_0,mas_13,0.23
trial_0,mas_14,0.26
trial_0,mas_25,0.52
trial_0,mas_27,0.58
trial_0,mas_30,0.64
trial_0,mas_44,0.27
trial_0,mas_66,0.28
trial_0,mas_67,0.29
trial_0,mas_79,0.42
trial_0,mas_101,0.28
trial_0,mas_105,0.23
trial_0,mas_109,0.26
trial_0,sub1_6,0.34
trial_0,sub1_12,0.35
trial_0,sub1_25,0.28
trial_0,sub1_27,0.35
trial_0,sub1_30,0.32
trial_0,sub1_47,0.67
trial_0,sub1_66,0.9
trial_0,sub1_67,0.89
trial_0,sub1_69,0.49
trial_0,sub1_79,0.25
trial_0,sub1_90,0.24
trial_0,sub1_91,0.25
trial_0,sub1_92,0.25
trial_0,sub1_98,0.32
trial_0,sub1_99,0.35
trial_0,sub1_100,0.36
trial_0,sub1_101,0.52
trial_0,sub1_105,0.97
trial_0,sub1_109,0.29
trial_0,sub2_12,0.43
trial_0,sub2_25,0.51
trial_0,sub2_27,0.49
trial_0,sub2_30,0.55
trial_0,sub2_66,0.46
trial_0,sub2_67,0.45
trial_0,sub2_69,0.43
trial_0,sub2_79,0.54
trial_0,sub2_105,0.29
trial_0,sub2_109,0.35
trial_0,sub3_12,0.37
trial_0,sub3_25,0.37
trial_0,sub3_27,0.33
trial_0,sub3_30,0.36
trial_0,sub3_66,0.29
trial_0,sub3_67,0.33
trial_0,sub3_69,0.34
trial_0,sub3_79,0.31
trial_0,sub3_99,0.32
trial_0,sub3_100,0.36
trial_0,sub3_105,0.35
trial_0,sub3_109,0.33
