Trial,Seq,Value
trial_0,mas_8,0.18
trial_0,mas_9,0.19
trial_0,mas_10,0.19
trial_0,mas_11,0.18
trial_0,mas_15,0.26
trial_0,mas_45,0.17
trial_0,mas_46,0.18
trial_0,mas_47,0.19
trial_0,mas_59,0.27
trial_0,mas_60,0.25
trial_0,mas_66,0.27
trial_0,mas_67,0.25
trial_0,mas_75,0.57
trial_0,mas_85,0.29
trial_0,mas_93,0.19
trial_0,mas_96,0.15
trial_0,mas_99,0.14
trial_0,mas_101,0.15
trial_0,mas_107,0.22
trial_0,mas_119,0.54
trial_0,mas_120,0.31
trial_0,mas_130,0.3
trial_0,sub1_8,0.18
trial_0,sub1_10,0.18
trial_0,sub1_11,0.17
trial_0,sub1_15,0.17
trial_0,sub1_40,0.22
trial_0,sub1_45,0.21
trial_0,sub1_46,0.22
trial_0,sub1_54,0.19
trial_0,sub1_60,0.24
trial_0,sub1_66,0.29
trial_0,sub1_67,0.25
trial_0,sub1_68,0.28
trial_0,sub1_75,0.24
trial_0,sub1_76,0.24
trial_0,sub1_79,0.24
trial_0,sub1_82,0.23
trial_0,sub1_83,0.24
trial_0,sub1_85,0.24
trial_0,sub1_87,0.23
trial_0,sub1_93,0.22
trial_0,sub1_96,0.22
trial_0,sub1_99,0.21
trial_0,sub1_101,0.22
trial_0,sub1_107,0.22
trial_0,sub1_114,0.24
trial_0,sub1_119,0.27
trial_0,sub1_124,0.21
trial_0,sub1_130,0.25
trial_0,sub2_10,0.23
trial_0,sub2_11,0.24
trial_0,sub2_15,0.44
trial_0,sub2_45,0.45
trial_0,sub2_46,0.43
trial_0,sub2_60,0.28
trial_0,sub2_67,0.29
trial_0,sub2_68,0.3
trial_0,sub2_75,0.55
trial_0,sub2_83,0.66
trial_0,sub2_85,0.93
trial_0,sub2_87,0.77
trial_0,sub2_93,0.37
trial_0,sub2_96,0.28
trial_0,sub2_99,0.31
trial_0,sub2_101,0.3
trial_0,sub2_107,0.43
trial_0,sub2_119,0.57
trial_0,sub2_124,0.41
trial_0,sub2_130,0.57
trial_0,sub3_8,0.29
trial_0,sub3_10,0.24
trial_0,sub3_11,0.22
trial_0,sub3_15,0.25
trial_0,sub3_40,0.3
trial_0,sub3_45,0.25
trial_0,sub3_46,0.26
trial_0,sub3_54,0.33
trial_0,sub3_59,0.28
trial_0,sub3_60,0.27
trial_0,sub3_66,0.31
trial_0,sub3_67,0.31
trial_0,sub3_68,0.32
trial_0,sub3_75,0.28
trial_0,sub3_76,0.29
trial_0,sub3_79,0.26
trial_0,sub3_82,0.27
trial_0,sub3_83,0.21
trial_0,sub3_85,0.2
trial_0,sub3_87,0.2
trial_0,sub3_96,0.23
trial_0,sub3_99,0.17
trial_0,sub3_101,0.18
trial_0,sub3_107,0.22
trial_0,sub3_114,0.27
trial_0,sub3_119,0.25
trial_0,sub3_120,0.17
trial_0,sub3_124,0.22
trial_0,sub3_130,0.23
