Trial,Seq,Value
trial_0,mas_4,0.14
trial_0,mas_5,0.17
trial_0,mas_6,0.18
trial_0,mas_7,0.18
trial_0,mas_8,0.2
trial_0,mas_10,0.23
trial_0,mas_11,0.23
trial_0,mas_12,0.19
trial_0,mas_13,0.21
trial_0,mas_14,0.25
trial_0,mas_15,0.25
trial_0,mas_24,0.38
trial_0,mas_38,0.38
trial_0,mas_43,0.24
trial_0,mas_44,0.24
trial_0,mas_45,0.22
trial_0,mas_55,0.78
trial_0,mas_63,0.3
trial_0,mas_68,0.24
trial_0,mas_72,0.3
trial_0,mas_106,0.29
trial_0,mas_116,0.25
trial_0,mas_121,0.24
trial_0,sub1_6,0.15
trial_0,sub1_7,0.16
trial_0,sub1_8,0.17
trial_0,sub1_11,0.19
trial_0,sub1_12,0.22
trial_0,sub1_13,0.25
trial_0,sub1_14,0.23
trial_0,sub1_24,0.22
trial_0,sub1_31,0.33
trial_0,sub1_38,0.32
trial_0,sub1_44,0.27
trial_0,sub1_53,0.28
trial_0,sub1_55,0.3
trial_0,sub1_58,0.28
trial_0,sub1_63,0.31
trial_0,sub1_64,0.33
trial_0,sub1_68,0.26
trial_0,sub1_72,0.29
trial_0,sub1_99,0.22
trial_0,sub1_116,0.34
trial_0,sub1_121,0.29
trial_0,sub2_6,0.25
trial_0,sub2_7,0.25
trial_0,sub2_8,0.28
trial_0,sub2_11,0.26
trial_0,sub2_12,0.31
trial_0,sub2_24,0.28
trial_0,sub2_31,0.34
trial_0,sub2_32,0.34
trial_0,sub2_36,0.31
trial_0,sub2_37,0.3
trial_0,sub2_38,0.28
trial_0,sub2_44,0.33
trial_0,sub2_55,0.7
trial_0,sub2_72,0.25
trial_0,sub2_106,0.26
trial_0,sub2_116,0.29
trial_0,sub3_4,0.18
trial_0,sub3_6,0.19
trial_0,sub3_7,0.21
trial_0,sub3_8,0.21
trial_0,sub3_11,0.21
trial_0,sub3_12,0.22
trial_0,sub3_13,0.21
trial_0,sub3_24,0.2
trial_0,sub3_28,0.26
trial_0,sub3_31,0.33
trial_0,sub3_32,0.32
trial_0,sub3_36,0.31
trial_0,sub3_37,0.34
trial_0,sub3_38,0.32
trial_0,sub3_44,0.22
trial_0,sub3_45,0.22
trial_0,sub3_53,0.27
trial_0,sub3_58,0.3
trial_0,sub3_60,0.3
trial_0,sub3_63,0.29
trial_0,sub3_68,0.24
trial_0,sub3_72,0.31
trial_0,sub3_74,0.29
trial_0,sub3_99,0.28
trial_0,sub3_116,0.29
trial_0,sub3_121,0.23
