Trial,Seq,Value
trial_0,mas_0,0.21
trial_0,mas_1,0.26
trial_0,mas_8,0.25
trial_0,mas_9,0.26
trial_0,mas_10,0.27
trial_0,mas_13,0.28
trial_0,mas_14,0.3
trial_0,mas_15,0.33
trial_0,mas_16,0.3
trial_0,mas_17,0.3
trial_0,mas_20,0.34
trial_0,mas_21,0.29
trial_0,mas_24,0.25
trial_0,mas_25,0.26
trial_0,mas_26,0.28
trial_0,mas_27,0.27
trial_0,mas_29,0.26
trial_0,mas_30,0.28
trial_0,mas_32,0.28
trial_0,mas_33,0.28
trial_0,mas_34,0.28
trial_0,mas_35,0.28
trial_0,mas_36,0.29
trial_0,mas_41,0.22
trial_0,mas_42,0.28
trial_0,mas_43,0.3
trial_0,mas_44,0.3
trial_0,mas_45,0.32
trial_0,sub1_1,0.18
trial_0,sub1_5,0.17
trial_0,sub1_6,0.21
trial_0,sub1_7,0.22
trial_0,sub1_8,0.21
trial_0,sub1_9,0.22
trial_0,sub1_10,0.24
trial_0,sub1_13,0.2
trial_0,sub1_14,0.26
trial_0,sub1_16,0.19
trial_0,sub1_17,0.19
trial_0,sub1_18,0.28
trial_0,sub1_19,0.19
trial_0,sub1_20,0.26
trial_0,sub1_21,0.19
trial_0,sub1_22,0.25
trial_0,sub1_24,0.23
trial_0,sub1_25,0.23
trial_0,sub1_26,0.24
trial_0,sub1_27,0.28
trial_0,sub1_29,0.43
trial_0,sub1_30,0.29
trial_0,sub1_31,0.29
trial_0,sub1_32,0.28
trial_0,sub1_33,0.33
trial_0,sub1_34,0.39
trial_0,sub1_35,0.34
trial_0,sub1_36,0.27
trial_0,sub1_37,0.31
trial_0,sub1_38,0.24
trial_0,sub1_41,0.16
trial_0,sub1_42,0.2
trial_0,sub1_43,0.22
trial_0,sub1_44,0.21
trial_0,sub1_45,0.22
trial_0,sub2_1,0.25
trial_0,sub2_5,0.33
trial_0,sub2_6,0.32
trial_0,sub2_7,0.31
trial_0,sub2_8,0.27
trial_0,sub2_9,0.31
trial_0,sub2_10,0.31
trial_0,sub2_11,0.31
trial_0,sub2_12,0.36
trial_0,sub2_13,0.35
trial_0,sub2_14,0.29
trial_0,sub2_15,0.3
trial_0,sub2_16,0.32
trial_0,sub2_17,0.31
trial_0,sub2_18,0.33
trial_0,sub2_20,0.3
trial_0,sub2_21,0.3
trial_0,sub2_24,0.28
trial_0,sub2_25,0.23
trial_0,sub2_26,0.23
trial_0,sub2_27,0.27
trial_0,sub2_30,0.28
trial_0,sub2_31,0.27
trial_0,sub2_32,0.26
trial_0,sub2_33,0.27
trial_0,sub2_34,0.27
trial_0,sub2_35,0.3
trial_0,sub2_36,0.27
trial_0,sub2_37,0.34
trial_0,sub2_41,0.32
trial_0,sub2_42,0.29
trial_0,sub2_43,0.26
trial_0,sub2_44,0.23
trial_0,sub2_45,0.23
trial_0,sub3_1,0.24
trial_0,sub3_6,0.23
trial_0,sub3_7,0.25
trial_0,sub3_8,0.26
trial_0,sub3_9,0.27
trial_0,sub3_10,0.28
trial_0,sub3_12,0.27
trial_0,sub3_13,0.26
trial_0,sub3_14,0.32
trial_0,sub3_15,0.32
trial_0,sub3_16,0.25
trial_0,sub3_17,0.25
trial_0,sub3_18,0.32
trial_0,sub3_20,0.29
trial_0,sub3_21,0.27
trial_0,sub3_24,0.22
trial_0,sub3_25,0.27
trial_0,sub3_26,0.27
trial_0,sub3_27,0.28
trial_0,sub3_29,0.3
trial_0,sub3_30,0.27
trial_0,sub3_31,0.27
trial_0,sub3_32,0.28
trial_0,sub3_33,0.28
trial_0,sub3_34,0.29
trial_0,sub3_35,0.28
trial_0,sub3_36,0.27
trial_0,sub3_37,0.24
trial_0,sub3_38,0.22
trial_0,sub3_41,0.28
trial_0,sub3_42,0.25
trial_0,sub3_43,0.28
trial_0,sub3_44,0.39
trial_0,sub3_45,0.35
