Trial,Seq,Value
trial_0,mas_3,0.29
trial_0,mas_6,0.26
trial_0,mas_8,0.26
trial_0,mas_9,0.26
trial_0,mas_12,0.27
trial_0,mas_14,0.28
trial_0,mas_16,0.28
trial_0,mas_19,0.2
trial_0,mas_21,0.21
trial_0,mas_22,0.17
trial_0,mas_27,0.22
trial_0,mas_37,0.18
trial_0,mas_42,0.21
trial_0,mas_48,0.18
trial_0,mas_53,0.2
trial_0,mas_61,0.21
trial_0,mas_65,0.15
trial_0,mas_67,0.22
trial_0,mas_77,0.23
trial_0,mas_78,0.23
trial_0,sub1_1,0.18
trial_0,sub1_2,0.19
trial_0,sub1_3,0.16
trial_0,sub1_6,0.19
trial_0,sub1_8,0.2
trial_0,sub1_9,0.18
trial_0,sub1_12,0.19
trial_0,sub1_14,0.2
trial_0,sub1_16,0.2
trial_0,sub1_19,0.19
trial_0,sub1_21,0.15
trial_0,sub1_22,0.24
trial_0,sub1_27,0.13
trial_0,sub1_37,0.19
trial_0,sub1_42,0.17
trial_0,sub1_48,0.21
trial_0,sub1_53,0.15
trial_0,sub1_65,0.2
trial_0,sub1_74,0.18
trial_0,sub1_77,0.19
trial_0,sub2_2,0.2
trial_0,sub2_3,0.2
trial_0,sub2_6,0.25
trial_0,sub2_8,0.3
trial_0,sub2_9,0.26
trial_0,sub2_12,0.26
trial_0,sub2_14,0.26
trial_0,sub2_16,0.26
trial_0,sub2_19,0.31
trial_0,sub2_21,0.31
trial_0,sub2_22,0.23
trial_0,sub2_37,0.48
trial_0,sub2_42,0.54
trial_0,sub2_48,0.69
trial_0,sub2_53,0.35
trial_0,sub2_65,0.48
trial_0,sub2_77,0.3
trial_0,sub3_1,0.21
trial_0,sub3_2,0.19
trial_0,sub3_3,0.2
trial_0,sub3_6,0.22
trial_0,sub3_8,0.23
trial_0,sub3_9,0.2
trial_0,sub3_12,0.2
trial_0,sub3_14,0.2
trial_0,sub3_16,0.21
trial_0,sub3_19,0.2
trial_0,sub3_21,0.22
trial_0,sub3_22,0.26
trial_0,sub3_27,0.21
trial_0,sub3_37,0.2
trial_0,sub3_42,0.2
trial_0,sub3_48,0.21
trial_0,sub3_53,0.17
trial_0,sub3_74,0.23
trial_0,sub3_78,0.24
