Trial,Seq,Value
trial_0,mas_1,0.18
trial_0,mas_2,0.18
trial_0,mas_4,0.17
trial_0,mas_5,0.19
trial_0,mas_6,0.21
trial_0,mas_7,0.22
trial_0,mas_9,0.21
trial_0,mas_15,0.25
trial_0,mas_17,0.23
trial_0,mas_18,0.2
trial_0,mas_19,0.21
trial_0,mas_20,0.22
trial_0,mas_33,0.37
trial_0,mas_35,0.36
trial_0,mas_36,0.33
trial_0,mas_37,0.32
trial_0,mas_39,0.27
trial_0,mas_40,0.27
trial_0,mas_61,0.25
trial_0,mas_70,0.31
trial_0,mas_71,0.25
trial_0,mas_73,0.26
trial_0,mas_78,0.31
trial_0,sub1_1,0.2
trial_0,sub1_2,0.33
trial_0,sub1_3,0.24
trial_0,sub1_4,0.29
trial_0,sub1_5,0.31
trial_0,sub1_6,0.28
trial_0,sub1_9,0.27
trial_0,sub1_10,0.28
trial_0,sub1_11,0.34
trial_0,sub1_15,0.34
trial_0,sub1_19,0.27
trial_0,sub1_33,0.26
trial_0,sub1_34,0.27
trial_0,sub1_36,0.28
trial_0,sub1_37,0.25
trial_0,sub1_39,0.26
trial_0,sub1_40,0.27
trial_0,sub1_46,0.56
trial_0,sub1_61,0.3
trial_0,sub1_70,0.26
trial_0,sub1_71,0.27
trial_0,sub1_73,0.23
trial_0,sub1_78,0.25
trial_0,sub2_0,0.46
trial_0,sub2_2,0.63
trial_0,sub2_4,0.62
trial_0,sub2_5,0.66
trial_0,sub2_9,0.65
trial_0,sub2_15,0.56
trial_0,sub2_20,0.45
trial_0,sub2_33,0.36
trial_0,sub2_34,0.38
trial_0,sub2_35,0.37
trial_0,sub2_36,0.45
trial_0,sub2_37,0.41
trial_0,sub2_39,0.43
trial_0,sub2_40,0.42
trial_0,sub2_61,0.48
trial_0,sub2_70,0.35
trial_0,sub2_73,0.37
trial_0,sub2_78,0.35
trial_0,sub3_1,0.22
trial_0,sub3_2,0.23
trial_0,sub3_4,0.25
trial_0,sub3_5,0.25
trial_0,sub3_6,0.24
trial_0,sub3_7,0.29
trial_0,sub3_9,0.29
trial_0,sub3_10,0.29
trial_0,sub3_11,0.3
trial_0,sub3_15,0.39
trial_0,sub3_16,0.33
trial_0,sub3_17,0.32
trial_0,sub3_18,0.34
trial_0,sub3_19,0.38
trial_0,sub3_20,0.37
trial_0,sub3_33,0.32
trial_0,sub3_35,0.31
trial_0,sub3_36,0.31
trial_0,sub3_37,0.33
trial_0,sub3_39,0.33
trial_0,sub3_40,0.3
trial_0,sub3_44,0.41
trial_0,sub3_45,0.37
trial_0,sub3_46,0.45
trial_0,sub3_52,0.37
trial_0,sub3_59,0.33
trial_0,sub3_61,0.3
trial_0,sub3_70,0.48
trial_0,sub3_71,0.48
trial_0,sub3_73,0.44
