Trial,Seq,Value
trial_0,mas_5,0.41
trial_0,mas_7,0.39
trial_0,mas_8,0.5
trial_0,mas_25,0.18
trial_0,mas_27,0.21
trial_0,mas_33,0.29
trial_0,mas_44,0.38
trial_0,mas_46,0.24
trial_0,mas_47,0.3
trial_0,mas_67,0.29
trial_0,mas_69,0.25
trial_0,mas_70,0.27
trial_0,mas_73,0.29
trial_0,mas_75,0.29
trial_0,mas_77,0.26
trial_0,mas_78,0.25
trial_0,mas_79,0.24
trial_0,mas_80,0.23
trial_0,mas_83,0.22
trial_0,mas_84,0.24
trial_0,mas_85,0.23
trial_0,mas_86,0.25
trial_0,mas_87,0.29
trial_0,mas_88,0.3
trial_0,sub1_5,0.24
trial_0,sub1_7,0.23
trial_0,sub1_8,0.23
trial_0,sub1_17,0.32
trial_0,sub1_22,0.43
trial_0,sub1_23,0.46
trial_0,sub1_25,0.4
trial_0,sub1_27,0.42
trial_0,sub1_33,0.59
trial_0,sub1_46,0.52
trial_0,sub1_73,0.57
trial_0,sub1_77,0.54
trial_0,sub1_78,0.56
trial_0,sub1_79,0.55
trial_0,sub1_80,0.59
trial_0,sub1_84,0.67
trial_0,sub1_85,0.62
trial_0,sub1_86,0.7
trial_0,sub1_87,0.61
trial_0,sub2_5,0.34
trial_0,sub2_11,0.68
trial_0,sub2_25,0.9
trial_0,sub2_27,0.94
trial_0,sub2_33,1.0
trial_0,sub2_37,1.0
trial_0,sub2_38,1.0
trial_0,sub2_41,1.0
trial_0,sub2_44,0.99
trial_0,sub2_45,1.0
trial_0,sub2_46,0.75
trial_0,sub2_57,0.55
trial_0,sub2_73,0.62
trial_0,sub2_77,0.65
trial_0,sub2_78,0.68
trial_0,sub2_79,0.7
trial_0,sub2_80,0.69
trial_0,sub2_84,0.94
trial_0,sub2_85,0.8
trial_0,sub2_86,0.7
trial_0,sub2_87,0.67
trial_0,sub2_88,0.7
trial_0,sub3_5,0.32
trial_0,sub3_11,0.33
trial_0,sub3_33,0.29
trial_0,sub3_73,0.22
trial_0,sub3_77,0.27
trial_0,sub3_78,0.29
trial_0,sub3_79,0.29
trial_0,sub3_84,0.31
trial_0,sub3_88,0.33
