Trial,Seq,Value
trial_0,mas_3,0.27
trial_0,mas_14,0.33
trial_0,mas_19,0.28
trial_0,mas_30,0.26
trial_0,mas_32,0.22
trial_0,mas_34,0.26
trial_0,mas_36,0.2
trial_0,mas_37,0.3
trial_0,mas_41,0.25
trial_0,mas_42,0.24
trial_0,mas_60,0.3
trial_0,mas_61,0.29
trial_0,mas_68,0.21
trial_0,mas_69,0.21
trial_0,mas_70,0.22
trial_0,mas_71,0.25
trial_0,mas_72,0.26
trial_0,mas_73,0.29
trial_0,mas_74,0.27
trial_0,mas_75,0.25
trial_0,mas_76,0.24
trial_0,mas_77,0.24
trial_0,mas_78,0.25
trial_0,mas_79,0.25
trial_0,sub1_2,0.24
trial_0,sub1_3,0.19
trial_0,sub1_4,0.17
trial_0,sub1_6,0.2
trial_0,sub1_7,0.2
trial_0,sub1_8,0.18
trial_0,sub1_12,0.17
trial_0,sub1_14,0.19
trial_0,sub1_23,0.27
trial_0,sub1_25,0.25
trial_0,sub1_27,0.27
trial_0,sub1_29,0.26
trial_0,sub1_30,0.22
trial_0,sub1_49,0.48
trial_0,sub1_58,0.23
trial_0,sub1_59,0.23
trial_0,sub1_60,0.21
trial_0,sub1_61,0.23
trial_0,sub1_62,0.24
trial_0,sub1_63,0.23
trial_0,sub1_64,0.22
trial_0,sub1_65,0.22
trial_0,sub1_67,0.19
trial_0,sub1_68,0.25
trial_0,sub1_69,0.22
trial_0,sub1_70,0.25
trial_0,sub1_71,0.29
trial_0,sub1_73,0.31
trial_0,sub2_3,0.27
trial_0,sub2_4,0.28
trial_0,sub2_6,0.22
trial_0,sub2_7,0.26
trial_0,sub2_8,0.24
trial_0,sub2_12,0.35
trial_0,sub2_14,0.31
trial_0,sub2_23,0.95
trial_0,sub2_28,0.61
trial_0,sub2_30,0.58
trial_0,sub2_41,0.28
trial_0,sub2_46,0.31
trial_0,sub2_49,0.39
trial_0,sub2_50,0.38
trial_0,sub2_59,0.51
trial_0,sub2_60,0.39
trial_0,sub2_62,0.32
trial_0,sub2_63,0.34
trial_0,sub2_69,0.38
trial_0,sub3_2,0.25
trial_0,sub3_3,0.26
trial_0,sub3_4,0.22
trial_0,sub3_6,0.18
trial_0,sub3_7,0.16
trial_0,sub3_8,0.18
trial_0,sub3_12,0.16
trial_0,sub3_14,0.16
trial_0,sub3_23,0.32
trial_0,sub3_25,0.32
trial_0,sub3_27,0.33
trial_0,sub3_29,0.39
trial_0,sub3_30,0.26
trial_0,sub3_32,0.26
trial_0,sub3_46,0.24
trial_0,sub3_49,0.24
trial_0,sub3_50,0.22
trial_0,sub3_53,0.22
trial_0,sub3_58,0.28
trial_0,sub3_59,0.27
trial_0,sub3_60,0.24
trial_0,sub3_61,0.28
trial_0,sub3_62,0.29
trial_0,sub3_63,0.25
trial_0,sub3_64,0.24
trial_0,sub3_65,0.24
trial_0,sub3_67,0.26
trial_0,sub3_68,0.27
trial_0,sub3_69,0.31
trial_0,sub3_70,0.32
trial_0,sub3_71,0.34
trial_0,sub3_72,0.34
trial_0,sub3_73,0.33
