Trial,Seq,Value
trial_0,mas_0,0.23
trial_0,mas_7,0.25
trial_0,mas_10,0.22
trial_0,mas_11,0.21
trial_0,mas_13,0.21
trial_0,mas_15,0.2
trial_0,mas_45,0.21
trial_0,mas_63,0.21
trial_0,mas_64,0.2
trial_0,mas_71,0.17
trial_0,mas_81,0.18
trial_0,mas_95,0.25
trial_0,mas_99,0.17
trial_0,mas_100,0.15
trial_0,mas_101,0.15
trial_0,mas_103,0.21
trial_0,mas_108,0.17
trial_0,mas_109,0.17
trial_0,mas_117,0.14
trial_0,mas_120,0.16
trial_0,mas_123,0.17
trial_0,mas_125,0.19
trial_0,mas_127,0.18
trial_0,mas_128,0.17
trial_0,mas_129,0.16
trial_0,mas_146,0.23
trial_0,mas_157,0.17
trial_0,mas_159,0.18
trial_0,mas_161,0.2
trial_0,mas_162,0.2
trial_0,mas_171,0.22
trial_0,sub1_7,0.18
trial_0,sub1_8,0.19
trial_0,sub1_10,0.2
trial_0,sub1_15,0.18
trial_0,sub1_45,0.19
trial_0,sub1_63,0.21
trial_0,sub1_64,0.2
trial_0,sub1_95,0.21
trial_0,sub1_99,0.17
trial_0,sub1_100,0.18
trial_0,sub1_101,0.17
trial_0,sub1_103,0.19
trial_0,sub1_108,0.2
trial_0,sub1_109,0.2
trial_0,sub1_117,0.18
trial_0,sub1_120,0.16
trial_0,sub1_123,0.19
trial_0,sub1_125,0.2
trial_0,sub1_128,0.21
trial_0,sub1_129,0.22
trial_0,sub1_146,0.23
trial_0,sub1_157,0.2
trial_0,sub1_159,0.18
trial_0,sub1_161,0.16
trial_0,sub1_162,0.17
trial_0,sub1_171,0.21
trial_0,sub2_1,0.25
trial_0,sub2_4,0.26
trial_0,sub2_5,0.27
trial_0,sub2_6,0.28
trial_0,sub2_7,0.27
trial_0,sub2_8,0.27
trial_0,sub2_10,0.28
trial_0,sub2_13,0.28
trial_0,sub2_63,0.21
trial_0,sub2_64,0.21
trial_0,sub2_99,0.2
trial_0,sub2_100,0.2
trial_0,sub2_101,0.21
trial_0,sub2_103,0.26
trial_0,sub2_108,0.27
trial_0,sub2_109,0.27
trial_0,sub2_117,0.27
trial_0,sub2_120,0.27
trial_0,sub2_125,0.29
trial_0,sub2_127,0.28
trial_0,sub2_128,0.27
trial_0,sub2_146,0.23
trial_0,sub2_157,0.24
trial_0,sub2_159,0.17
trial_0,sub2_161,0.17
trial_0,sub2_171,0.23
trial_0,sub3_0,0.33
trial_0,sub3_1,0.28
trial_0,sub3_4,0.25
trial_0,sub3_5,0.22
trial_0,sub3_6,0.21
trial_0,sub3_7,0.22
trial_0,sub3_8,0.22
trial_0,sub3_10,0.24
trial_0,sub3_11,0.24
trial_0,sub3_13,0.24
trial_0,sub3_15,0.2
trial_0,sub3_45,0.27
trial_0,sub3_61,0.22
trial_0,sub3_63,0.23
trial_0,sub3_64,0.17
trial_0,sub3_81,0.24
trial_0,sub3_99,0.2
trial_0,sub3_100,0.2
trial_0,sub3_101,0.2
trial_0,sub3_103,0.24
trial_0,sub3_108,0.26
trial_0,sub3_109,0.26
trial_0,sub3_117,0.23
trial_0,sub3_120,0.28
trial_0,sub3_125,0.22
trial_0,sub3_128,0.22
trial_0,sub3_133,0.21
trial_0,sub3_146,0.29
trial_0,sub3_157,0.23
trial_0,sub3_159,0.2
trial_0,sub3_161,0.18
trial_0,sub3_171,0.26
